title,release,director,budget,opening,gross,worldwide_gross,metacritic_score,mpaa_rating,budget_mil,opening_mil,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,leadActor
Jay and Silent Bob Reboot,2019-11-29,Kevin Smith,10000000,93520,4589490,4691248,46,R,10.0,0.09352,tt6521876,movie,Jay and Silent Bob Reboot,Jay and Silent Bob Reboot,0,2019,105,Action,5.7,20510,nm3655313
Phoenix Forgotten,2017-04-21,Justin Barber,2800000,1816499,3600146,3697729,33,PG-13,2.8,1.816499,tt6574272,movie,Phoenix Forgotten,Phoenix Forgotten,0,2017,87,Horror,5.3,5677,nm8020147
Bad Times at the El Royale,2018-10-12,Drew Goddard,32000000,7132647,17839115,31882724,60,R,32.0,7.132647,tt6628394,movie,Bad Times at the El Royale,Bad Times at the El Royale,0,2018,141,Crime,7.1,131850,nm0489809
A Quiet Place,2018-04-06,John Krasinski,17000000,50203562,188024361,340952971,82,PG-13,17.0,50.203562,tt6644200,movie,A Quiet Place,A Quiet Place,0,2018,90,Drama,7.5,415383,nm0000881
The Spy Who Dumped Me,2018-08-03,Susanna Fogel,40000000,12103043,33562069,75339459,52,R,40.0,12.103043,tt6663582,movie,The Spy Who Dumped Me,The Spy Who Dumped Me,0,2018,117,Action,6.0,70223,nm0005109
Dolittle,2020-01-17,Stephen Gaghan,175000000,21844045,77047065,245509681,26,PG,175.0,21.844045,tt6673612,movie,Dolittle,Dolittle,0,2020,101,Adventure,5.6,50744,nm0517452
Tenet,2020-09-03,Christopher Nolan,205000000,9353090,58456624,363656624,69,PG-13,205.0,9.35309,tt6723592,movie,Tenet,Tenet,0,2020,150,Action,7.5,330540,nm0858799
The 15:17 to Paris,2018-02-09,Clint Eastwood,30000000,12554286,36276286,57076286,45,PG-13,30.0,12.554286,tt6802308,movie,The 15:17 to Paris,The 15:17 to Paris,0,2018,94,Biography,5.3,29879,nm0601954
Don't Let Go,2019-08-30,Jacob Estes,5000000,2338669,5215062,5288011,49,R,5.0,2.338669,tt6803212,movie,Don't Let Go,Don't Let Go,0,2019,103,Drama,6.3,7285,nm0089658
Fast & Furious Presents: Hobbs & Shaw,2019-08-02,David Leitch,200000000,60038950,173956935,759056935,60,PG-13,200.0,60.03895,tt6806448,movie,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,0,2019,137,Action,6.4,173038,nm1205652
The Kid Who Would Be King,2019-01-25,Joe Cornish,59000000,7173887,16790790,32140970,66,PG,59.0,7.173887,tt6811018,movie,The Kid Who Would Be King,The Kid Who Would Be King,0,2019,120,Action,6.0,14888,nm5572705
Glass,2019-01-18,M. Night Shyamalan,20000000,40328920,111048468,246999039,43,PG-13,20.0,40.32892,tt6823368,movie,Glass,Glass,0,2019,129,Drama,6.7,212915,nm3602603
Peppermint,2018-09-07,Pierre Morel,25000000,13423255,35418723,53918723,29,R,25.0,13.423255,tt6850820,movie,Peppermint,Peppermint,0,2018,101,Action,6.5,58382,nm3203841
Us,2019-03-22,Jordan Peele,20000000,71117625,175084580,255184580,81,R,20.0,71.117625,tt6857112,movie,Us,Us,0,2019,116,Horror,6.8,236753,nm1227638
Book Club,2018-05-18,Bill Holderman,10000000,13582231,68566296,104438188,53,PG-13,10.0,13.582231,tt6857166,movie,Book Club,Book Club,0,2018,104,Comedy,6.1,25827,nm0621829
Mamma Mia! Here We Go Again,2018-07-20,Ol Parker,75000000,34952180,120634935,395101142,60,PG-13,75.0,34.95218,tt6911608,movie,Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again,0,2018,114,Comedy,6.6,82210,nm1755868
Johnny English Strikes Again,2018-10-26,David Kerr,25000000,1638895,4412170,158972499,39,PG,25.0,1.638895,tt6921996,movie,Johnny English Strikes Again,Johnny English Strikes Again,0,2018,89,Action,6.2,65961,nm0271479
Midway,2019-11-08,Roland Emmerich,100000000,17897419,56846802,126696475,47,PG-13,100.0,17.897419,tt6924650,movie,Midway,Midway,0,2019,138,Action,6.7,69473,nm0911173
Green Book,2018-11-16,Peter Farrelly,23000000,320429,85080171,321752656,69,PG-13,23.0,0.320429,tt6966692,movie,Green Book,Green Book,0,2018,130,Biography,8.2,396988,nm0121724
The Lumber Baron,2019-05-24,Barry Andersson,245000,15059,88336,88336,,PG,0.245,0.015059,tt6977218,movie,The Lumber Baron,The Lumber Baron,0,2019,120,Drama,6.5,59,nm9044384
Every Day,2018-02-23,Michael Sucsy,4900000,3016149,6102076,10421847,52,PG-13,4.9,3.016149,tt7026672,movie,Every Day,Every Day,0,2018,97,Drama,6.4,18982,nm5153276
A Simple Favor,2018-09-14,Paul Feig,20000000,16011689,53548586,97644617,67,R,20.0,16.011689,tt7040874,movie,A Simple Favor,A Simple Favor,0,2018,117,Comedy,6.8,132147,nm0006701
The Rhythm Section,2020-01-31,Reed Morano,50000000,2715384,5437971,5989583,45,R,50.0,2.715384,tt7134096,movie,The Rhythm Section,The Rhythm Section,0,2020,109,Action,5.3,13656,nm2385360
Destroyer,2018-12-27,Karyn Kusama,9000000,55347,1533324,5580940,62,R,9.0,0.055347,tt7137380,movie,Destroyer,Destroyer,0,2018,121,Action,6.2,25909,nm1757754
Unsane,2018-03-23,Steven Soderbergh,1500000,3762145,7732899,14293601,63,R,1.5,3.762145,tt7153766,movie,Unsane,Unsane,0,2018,98,Drama,6.4,41550,nm0001752
Joker,2019-10-04,Todd Phillips,55000000,96202337,335451311,1074251311,59,R,55.0,96.202337,tt7286456,movie,Joker,Joker,0,2019,122,Crime,8.4,981464,nm1047603
47 Meters Down: Uncaged,2019-08-16,Johannes Roberts,12000000,8427265,22260900,47582563,43,PG-13,12.0,8.427265,tt7329656,movie,47 Meters Down: Uncaged,47 Meters Down: Uncaged,0,2019,90,Adventure,5.0,21751,nm4234703
Unbroken: Path to Redemption,2018-09-14,Harold Cronk,6000000,2238723,6216897,6216897,39,PG-13,6.0,2.238723,tt7339792,movie,Unbroken: Path to Redemption,Unbroken: Path to Redemption,0,2018,98,Biography,5.8,2613,nm1227780
BlacKkKlansman,2018-08-10,Spike Lee,15000000,10845330,49275340,93400823,83,R,15.0,10.84533,tt7349662,movie,BlacKkKlansman,BlacKkKlansman,0,2018,135,Biography,7.5,229765,nm9259302
It Chapter Two,2019-09-06,Andy Muschietti,79000000,91062152,211593228,473093228,58,R,79.0,91.062152,tt7349950,movie,It Chapter Two,It Chapter Two,0,2019,169,Drama,6.5,213179,nm1469853
Dog Days,2018-08-08,Ken Marino,10000000,2554766,6809080,6842356,47,PG,10.0,2.554766,tt7365604,movie,Dog Days,Dog Days,0,2018,113,Comedy,6.2,4260,nm5990921
El Chicano,2019-05-03,Ben Hernandez Bray,8000000,700261,1400603,1404646,46,R,8.0,0.700261,tt7374952,movie,El Chicano,El Chicano,0,2018,144,Action,5.4,1146,nm2429196
"Paul, Apostle of Christ",2018-03-23,Andrew Hyatt,5000000,5172585,17560475,25915966,52,PG-13,5.0,5.172585,tt7388562,movie,"Paul, Apostle of Christ","Paul, Apostle of Christ",0,2018,108,Adventure,6.7,7518,nm0434222
Black and Blue,2019-10-25,Deon Taylor,12000000,8376846,22055313,22741061,54,R,12.0,8.376846,tt7390646,movie,Black and Blue,Black and Blue,0,2019,108,Action,6.4,17458,nm0005883
The Call of the Wild,2020-02-21,Chris Sanders,135000000,24791624,62342368,111105497,47,PG,135.0,24.791624,tt7504726,movie,The Call of the Wild,The Call of the Wild,0,2020,100,Adventure,6.8,40562,nm0761498
The Turning,2020-01-24,Floria Sigismondi,14000000,6950045,15472775,19427123,35,PG-13,14.0,6.950045,tt7510346,movie,The Turning,The Turning,0,2020,94,Drama,3.8,10209,nm0416556
Dora and the Lost City of Gold,2019-08-09,James Bobin,49000000,17431588,60477943,119682635,63,PG,49.0,17.431588,tt7547410,movie,Dora and the Lost City of Gold,Dora and the Lost City of Gold,0,2019,102,Adventure,6.1,25247,nm0831557
A Dog's Way Home,2019-01-11,Charles Martin Smith,18000000,11251263,42004346,80708134,50,PG,18.0,11.251263,tt7616798,movie,A Dog's Way Home,A Dog's Way Home,0,2019,96,Adventure,6.7,15488,nm0579977
What Men Want,2019-02-08,Adam Shankman,20000000,18232087,54611903,72216294,49,R,20.0,18.232087,tt7634968,movie,What Men Want,What Men Want,0,2019,117,Comedy,5.3,24806,nm1944708
Searching,2018-08-31,Aneesh Chaganty,880000,388769,26020957,75462037,71,PG-13,0.88,0.388769,tt7668870,movie,Searching,Searching,0,2018,102,Drama,7.6,143992,nm8045046
Soorma,2018-07-13,Shaad Ali,168354,390077,6579645,,,PG-13,0.168354,0.390077,tt7690638,movie,Soorma,Soorma,0,2018,131,Biography,7.4,4548,nm1249710
Stuber,2019-07-12,Michael Dowse,16000000,8225384,22370452,32390945,42,R,16.0,8.225384,tt7734218,movie,Stuber,Stuber,0,2019,93,Action,6.2,41579,nm0326246
Brightburn,2019-05-24,David Yarovesky,6000000,7845658,17300439,32893421,44,R,6.0,7.845658,tt7752126,movie,Brightburn,Brightburn,0,2019,90,Drama,6.1,81705,nm0348160
Hereditary,2018-06-08,Ari Aster,10000000,13575172,44069456,80239658,87,R,10.0,13.575172,tt7784604,movie,Hereditary,Hereditary,0,2018,127,Drama,7.3,248682,nm2715764
Ready or Not,2019-08-21,Matt Bettinelli-Olpin,6000000,8015590,28714231,57615777,64,R,6.0,8.01559,tt7798634,movie,Ready or Not,Ready or Not,0,2019,95,Action,6.8,114760,nm0792061
Nobody,2021-03-26,Ilya Naishuller,16000000,6820100,19210860,34666860,63,R,16.0,6.8201,tt7888964,movie,Nobody,Nobody,0,2021,92,Action,7.5,28036,nm0566555
Ma,2019-05-31,Tate Taylor,5000000,18099805,45896028,61105744,53,R,5.0,18.099805,tt7958736,movie,Ma,Ma,0,2019,99,Horror,5.6,42667,nm3398282
The Mule,2018-12-14,Clint Eastwood,50000000,17509431,103804407,174804407,58,R,50.0,17.509431,tt7959026,movie,The Mule,The Mule,0,2018,116,Crime,7.0,117184,nm3709982
Jumanji: The Next Level,2019-12-13,Jake Kasdan,125000000,59251543,320314960,800059707,58,PG-13,125.0,59.251543,tt7975244,movie,Jumanji: The Next Level,Jumanji: The Next Level,0,2019,123,Action,6.6,195645,nm1696098
Yesterday,2019-06-28,Danny Boyle,26000000,17010050,73286650,153178480,55,PG-13,26.0,17.01005,tt8079248,movie,Yesterday,Yesterday,0,2019,116,Comedy,6.8,119551,nm0058539
Little,2019-04-12,Tina Gordon,20000000,15405455,40860481,49000667,49,PG-13,20.0,15.405455,tt8085790,movie,Little,Little,0,2019,109,Comedy,5.5,11606,nm0655510
Nobody's Fool,2018-11-02,Tyler Perry,19000000,13743111,31713110,33705333,39,R,19.0,13.743111,tt8097306,movie,Nobody's Fool,Nobody's Fool,0,2018,110,Comedy,4.9,6801,nm2149175
Happy Death Day 2U,2019-02-13,Christopher Landon,9000000,9497665,28148130,64600152,57,PG-13,9.0,9.497665,tt8155288,movie,Happy Death Day 2U,Happy Death Day 2U,0,2019,100,Comedy,6.2,60933,nm0002947
Overcomer,2019-08-23,Alex Kendrick,5000000,8146533,34746945,38026103,17,PG,5.0,8.146533,tt8186318,movie,Overcomer,Overcomer,0,2019,119,Drama,6.7,3891,nm2863272
The Hunt,2020-03-13,Craig Zobel,14000000,5304455,5812500,11472187,50,R,14.0,5.304455,tt8244784,movie,The Hunt,The Hunt,0,2020,90,Action,6.5,74358,nm0089658
Blinded by the Light,2019-08-16,Gurinder Chadha,15000000,4333305,11901145,18096691,71,PG-13,15.0,4.333305,tt8266310,movie,Blinded by the Light,Blinded by the Light,0,2019,118,Comedy,6.9,20633,nm0054053
Annabelle Comes Home,2019-06-26,Gary Dauberman,30000000,20269723,74152591,231252591,53,R,30.0,20.269723,tt8350360,movie,Annabelle Comes Home,Annabelle Comes Home,0,2019,106,Horror,5.9,59925,nm1177766
Climax,2018-09-19,Gaspar Noé,119423,817339,2027391,,67,R,0.119423,0.817339,tt8359848,movie,Climax,Climax,0,2018,97,Drama,7.0,55174,nm0917946
Crawl,2019-07-12,Alexandre Aja,13500000,12005210,39014193,91542097,60,R,13.5,12.00521,tt8364368,movie,Crawl,Crawl,0,2019,87,Action,6.1,70849,nm0000600
The Gentlemen,2020-01-24,Guy Ritchie,22000000,10651884,36471795,115171795,51,R,22.0,10.651884,tt8367814,movie,The Gentlemen,The Gentlemen,0,2019,113,Action,7.8,257042,nm6842463
A Dog's Journey,2019-05-17,Gail Mancuso,16000000,8030085,22782371,75727748,43,PG,16.0,8.030085,tt8385474,movie,A Dog's Journey,A Dog's Journey,0,2019,109,Adventure,7.5,20110,nm0585243
1917,2020-01-10,Sam Mendes,95000000,576216,159227644,384965466,78,R,95.0,0.576216,tt8579674,movie,1917,1917,0,2019,119,Drama,8.3,451546,nm1003922
Last Christmas,2019-11-08,Paul Feig,25000000,11441055,35150750,121550750,50,PG-13,25.0,11.441055,tt8623904,movie,Last Christmas,Last Christmas,0,2019,103,Comedy,6.5,56814,nm6507883
Waves,2019-11-15,Trey Edward Shults,6000000,134333,1658790,2570294,80,R,6.0,0.134333,tt8652728,movie,Waves,Waves,0,2019,135,Drama,7.6,18974,nm1034914
Child's Play,2019-06-21,Lars Klevberg,10000000,14094594,29208403,44907074,48,R,10.0,14.094594,tt8663516,movie,Child's Play,Child's Play,0,2019,90,Drama,5.8,45360,nm0334381
21 Bridges,2019-11-22,Brian Kirk,33000000,9261268,28539757,49939757,51,R,33.0,9.261268,tt8688634,movie,21 Bridges,21 Bridges,0,2019,99,Action,6.6,53068,nm1996352
Queen & Slim,2019-11-27,Melina Matsoukas,18000000,11890490,43808310,47803176,74,R,18.0,11.89049,tt8722346,movie,Queen & Slim,Queen & Slim,0,2019,132,Crime,7.1,25853,nm6167714
Midsommar,2019-07-03,Ari Aster,9000000,6560030,27426361,47903099,72,R,9.0,6.56003,tt8772262,movie,Midsommar,Midsommar,0,2019,148,Drama,7.1,212434,nm1850507
Knives Out,2019-11-27,Rian Johnson,40000000,26769548,165363234,311398301,82,PG-13,40.0,26.769548,tt8946378,movie,Knives Out,Knives Out,0,2019,130,Comedy,7.9,480758,nm0003032
Gretel & Hansel,2020-01-31,Oz Perkins,5000000,6154007,15347654,22051055,64,PG-13,5.0,6.154007,tt9086228,movie,Gretel & Hansel,Gretel & Hansel,0,2020,87,Fantasy,5.4,25672,nm1757754
Brahms: The Boy II,2020-02-21,William Brent Bell,10000000,5823006,12611536,20311536,29,PG-13,10.0,5.823006,tt9173418,movie,Brahms: The Boy II,Brahms: The Boy II,0,2020,86,Drama,4.6,12844,nm0524342
Emma.,2020-03-06,Autumn de Wilde,10000000,234482,10055355,25950210,71,PG,10.0,0.234482,tt9214832,movie,Emma.,Emma.,0,2020,124,Comedy,6.7,35828,nm0079677
Jexi,2019-10-11,Jon Lucas,5000000,3106730,6546159,9341824,39,R,5.0,3.10673,tt9354944,movie,Jexi,Jexi,0,2019,84,Comedy,6.1,21878,nm2149175
I Still Believe,2020-03-13,Andrew Erwin,12000000,9103614,9868521,16021491,41,PG,12.0,9.103614,tt9779516,movie,I Still Believe,I Still Believe,0,2020,116,Biography,6.5,8989,nm0348197
On the Road,2012-05-23,Walter Salles,25000000,39550,744296,9617377,56,R,25.0,0.03955,tt0337692,movie,On the Road,On the Road,0,2012,124,Adventure,6.1,40106,nm0318570
The Secret Life of Walter Mitty,2013-12-25,Ben Stiller,90000000,12765508,58236838,188133322,54,PG,90.0,12.765508,tt0359950,movie,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,0,2013,114,Adventure,7.3,296326,nm0862122
A Walk Among the Tombstones,2014-09-19,Scott Frank,28000000,12758780,26307600,58834384,57,R,28.0,12.75878,tt0365907,movie,A Walk Among the Tombstones,A Walk Among the Tombstones,0,2014,114,Action,6.5,113615,nm1003922
Gnomeo & Juliet,2011-02-11,Kelly Asbury,36000000,25356909,99967670,193967670,53,G,36.0,25.356909,tt0377981,movie,Gnomeo & Juliet,Gnomeo & Juliet,0,2011,84,Adventure,5.9,52865,nm0147700
John Carter,2012-03-09,Andrew Stanton,250000000,30180188,73078100,284139100,51,PG-13,250.0,30.180188,tt0401729,movie,John Carter,John Carter,0,2012,132,Action,6.6,256819,nm0606640
Cowboys & Aliens,2011-07-29,Jon Favreau,163000000,36431290,100240551,174822325,50,PG-13,163.0,36.43129,tt0409847,movie,Cowboys & Aliens,Cowboys & Aliens,0,2011,119,Action,6.0,209272,nm1318843
The Possession,2012-08-31,Ole Bornedal,14000000,17732480,49130154,85446075,45,PG-13,14.0,17.73248,tt0431021,movie,The Possession,The Possession,0,2012,92,Horror,5.9,57518,nm0000600
Real Steel,2011-10-07,Shawn Levy,110000000,27319677,85468508,299268508,56,PG-13,110.0,27.319677,tt0433035,movie,Real Steel,Real Steel,0,2011,127,Action,7.1,300543,nm0558577
The Giver,2014-08-15,Phillip Noyce,25000000,12305016,45090374,66980456,47,PG-13,25.0,12.305016,tt0435651,movie,The Giver,The Giver,0,2014,97,Drama,6.5,113047,nm0004332
Lincoln,2012-11-16,Steven Spielberg,65000000,944308,182207973,275293450,86,PG-13,65.0,0.944308,tt0443272,movie,Lincoln,Lincoln,0,2012,150,Biography,7.3,247195,nm0002354
Puss in Boots,2011-10-28,Chris Miller,130000000,34077439,149260504,554987477,65,PG,130.0,34.077439,tt0448694,movie,Puss in Boots,Puss in Boots,0,2011,90,Adventure,6.6,146153,nm0011470
42,2013-04-12,Brian Helgeland,40000000,27487144,95020213,97470701,62,PG-13,40.0,27.487144,tt0453562,movie,42,42,0,2013,128,Biography,7.5,87822,nm2100078
Life of Pi,2012-11-21,Ang Lee,120000000,22451514,124987023,609016565,79,PG,120.0,22.451514,tt0454876,movie,Life of Pi,Life of Pi,0,2012,127,Adventure,7.9,586688,nm0626696
The Equalizer,2014-09-26,Antoine Fuqua,55000000,34137828,101530738,192330738,57,R,55.0,34.137828,tt0455944,movie,The Equalizer,The Equalizer,0,2014,132,Action,7.2,338781,nm0085542
Ex Machina,2015-04-24,Alex Garland,15000000,237264,25442958,36869414,78,R,15.0,0.237264,tt0470752,movie,Ex Machina,Ex Machina,0,2014,108,Drama,7.7,480541,nm1134771
Tower Heist,2011-11-04,Brett Ratner,75000000,24025190,78046570,152930623,59,PG-13,75.0,24.02519,tt0471042,movie,Tower Heist,Tower Heist,0,2011,104,Action,6.2,135573,nm0341372
The Smurfs,2011-07-29,Raja Gosnell,110000000,35611637,142614158,563749323,30,PG,110.0,35.611637,tt0472181,movie,The Smurfs,The Smurfs,0,2011,103,Adventure,5.4,84745,nm0826425
The Mechanic,2011-01-28,Simon West,40000000,11422006,29121498,76130093,49,R,40.0,11.422006,tt0472399,movie,The Mechanic,The Mechanic,0,2011,93,Action,6.6,152076,nm0153587
Extremely Loud & Incredibly Close,2012-01-20,Stephen Daldry,40000000,72348,31847881,55247881,46,PG-13,40.0,0.072348,tt0477302,movie,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,0,2011,129,Adventure,6.9,98390,nm0744839
Season of the Witch,2011-01-07,Dominic Sena,40000000,10612375,24827228,91627228,28,PG-13,40.0,10.612375,tt0479997,movie,Season of the Witch,Season of the Witch,0,2011,95,Action,5.4,90902,nm0651414
Atlas Shrugged: Part I,2011-04-15,Paul Johansson,20000000,1677000,4627375,4627375,28,PG-13,20.0,1.677,tt0480239,movie,Atlas Shrugged: Part I,Atlas Shrugged: Part I,0,2011,97,Drama,5.6,13193,nm2244438
The Croods,2013-03-22,Kirk DeMicco,135000000,43639736,187168425,587205319,55,PG,135.0,43.639736,tt0481499,movie,The Croods,The Croods,0,2013,98,Adventure,7.2,196006,nm0210320
Red Tails,2012-01-20,Anthony Hemingway,58000000,18782154,49876377,50365498,46,PG-13,58.0,18.782154,tt0485985,movie,Red Tails,Red Tails,0,2012,125,Action,5.9,33765,nm0564768
Something Borrowed,2011-05-06,Luke Greenfield,35000000,13945368,39046489,65100369,36,PG-13,35.0,13.945368,tt0491152,movie,Something Borrowed,Something Borrowed,0,2011,112,Comedy,5.9,58296,nm0424663
Bad Blood,2012-10-26,Conrad Janis,900000,1872,3731,3731,,R,0.9,0.001872,tt0495024,movie,Bad Blood,Bad Blood,0,2012,107,Horror,5.5,85,nm1718602
Syrup,2013-05-01,Aram Rappaport,2500000,301,663,663,,R,2.5,0.000301,tt0762138,movie,Syrup,Syrup,0,2013,90,Comedy,5.7,10917,nm2337088
Escape from Planet Earth,2013-02-15,Cal Brunker,40000000,15891055,57012977,74939189,35,PG,40.0,15.891055,tt0765446,movie,Escape from Planet Earth,Escape from Planet Earth,0,2012,89,Adventure,5.9,24659,nm0563243
Man of Steel,2013-06-14,Zack Snyder,225000000,116619362,291045518,668045518,55,PG-13,225.0,116.619362,tt0770828,movie,Man of Steel,Man of Steel,0,2013,143,Action,7.0,711727,nm0795975
The Boxtrolls,2014-09-26,Graham Annable,60000000,17275239,50837305,108255770,61,PG,60.0,17.275239,tt0787474,movie,The Boxtrolls,The Boxtrolls,0,2014,96,Adventure,6.8,54794,nm0820934
R.I.P.D.,2013-07-19,Robert Schwentke,130000000,12691415,33618855,78324220,25,PG-13,130.0,12.691415,tt0790736,movie,R.I.P.D.,R.I.P.D.,0,2013,96,Action,5.6,119087,nm0542062
Thor,2011-05-06,Kenneth Branagh,150000000,65723338,181030624,449326618,57,PG-13,150.0,65.723338,tt0800369,movie,Thor,Thor,0,2011,115,Action,7.0,758771,nm0826714
Take Me Home Tonight,2011-03-04,Michael Dowse,23000000,3464679,6928068,7550073,42,R,23.0,3.464679,tt0810922,movie,Take Me Home Tonight,Take Me Home Tonight,0,2011,114,Comedy,6.3,51478,nm1776863
Conan the Barbarian,2011-08-19,Marcus Nispel,90000000,10021215,21295021,63523283,36,R,90.0,10.021215,tt0816462,movie,Conan the Barbarian,Conan the Barbarian,0,2011,113,Action,5.2,95879,nm0397574
Interstellar,2014-11-07,Christopher Nolan,165000000,47510360,188020017,701729127,74,PG-13,165.0,47.51036,tt0816692,movie,Interstellar,Interstellar,0,2014,169,Adventure,8.6,1544156,nm0001877
World War Z,2013-06-21,Marc Forster,190000000,66411834,202359711,540007876,63,PG-13,190.0,66.411834,tt0816711,movie,World War Z,World War Z,0,2013,116,Action,7.0,607768,nm1996352
The Power of Few,2013-02-15,Leone Marucci,4000000,7614,25000,45659,,R,4.0,0.007614,tt0817545,movie,The Power of Few,The Power of Few,0,2013,96,Action,5.2,3474,nm0856990
Priest,2011-05-13,Scott Stewart,60000000,14953664,29137000,78309505,41,PG-13,60.0,14.953664,tt0822847,movie,Priest,Priest,0,2011,87,Action,5.7,115972,nm2309430
Dracula Untold,2014-10-10,Gary Shore,70000000,23514615,56280355,217124280,40,PG-13,70.0,23.514615,tt0829150,movie,Dracula Untold,Dracula Untold,0,2014,92,Action,6.3,181915,nm1948885
Godzilla,2014-05-16,Gareth Edwards,160000000,93188384,200676069,524976069,62,PG-13,160.0,93.188384,tt0831387,movie,Godzilla,Godzilla,0,2014,123,Action,6.4,388343,nm0393094
Approaching Midnight,2013-08-30,Sam Logan Khaleghi,100000,1119,2795,2795,,PG,0.1,0.001119,tt0837559,movie,Approaching Midnight,Approaching Midnight,0,2013,86,Crime,4.2,244,nm1325306
Hotel Transylvania,2012-09-28,Genndy Tartakovsky,85000000,42522194,148313048,358375603,47,PG,85.0,42.522194,tt0837562,movie,Hotel Transylvania,Hotel Transylvania,0,2012,91,Animation,7.1,227654,nm1087952
Hoodwinked Too! Hood vs. Evil,2011-04-29,Mike Disa,30000000,4108630,10143779,29985033,20,PG,30.0,4.10863,tt0844993,movie,Hoodwinked Too! Hood vs. Evil,Hoodwinked Too! Hood vs. Evil,0,2011,87,Animation,4.7,12280,nm0136975
The Avengers,2012-05-04,Joss Whedon,220000000,207438708,623357910,1518815515,69,PG-13,220.0,207.438708,tt0848228,movie,The Avengers,The Avengers,0,2012,143,Action,8.0,1275799,nm0568974
Epic,2013-05-24,Chris Wedge,100000000,33531068,107518682,268426634,52,PG,100.0,33.531068,tt0848537,movie,Epic,Epic,0,2013,102,Adventure,6.7,100567,nm0040022
The Sweeney,2013-03-01,Nick Love,20321,26650,7708312,,48,R,0.020321,0.02665,tt0857190,movie,The Sweeney,The Sweeney,0,2012,112,Action,6.1,18996,nm0552409
Mr. Peabody & Sherman,2014-03-07,Rob Minkoff,145000000,32207057,111506430,275698039,59,PG,145.0,32.207057,tt0864835,movie,Mr. Peabody & Sherman,Mr. Peabody & Sherman,0,2014,92,Adventure,6.8,63380,nm0911599
Red State,2011-09-30,Kevin Smith,4000000,204230,1104682,1874460,50,R,4.0,0.20423,tt0873886,movie,Red State,Red State,0,2011,88,Action,6.2,62418,nm0573416
Sanctum,2011-02-04,Alister Grierson,30000000,9447930,23209310,108609310,42,R,30.0,9.44793,tt0881320,movie,Sanctum,Sanctum,0,2011,108,Action,5.9,53868,nm1718906
Legends of Oz: Dorothy's Return,2014-05-09,Will Finn,70000000,3747780,8462347,21755418,25,PG,70.0,3.74778,tt0884726,movie,Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,0,2013,88,Adventure,5.1,5547,nm1163211
Snitch,2013-02-22,Ric Roman Waugh,15000000,13167607,42930462,57824674,51,PG-13,15.0,13.167607,tt0882977,movie,Snitch,Snitch,0,2013,112,Action,6.4,83780,nm5009883
Love & Mercy,2015-06-19,Bill Pohlad,10000000,2122177,12551031,28641776,80,PG-13,10.0,2.122177,tt0903657,movie,Love & Mercy,Love & Mercy,0,2014,121,Biography,7.4,36671,nm0920274
The Thing,2011-10-14,Matthijs van Heijningen Jr.,38000000,8493665,16928670,31505287,49,R,38.0,8.493665,tt0905372,movie,The Thing,The Thing,0,2011,103,Horror,6.2,123304,nm2104063
Silent Hill: Revelation,2012-10-26,M.J. Bassett,20000000,8023036,17529157,55362705,16,R,20.0,8.023036,tt0938330,movie,Silent Hill: Revelation,Silent Hill: Revelation,0,2012,95,Action,5.0,60728,nm1596678
Source Code,2011-04-01,Duncan Jones,32000000,14812094,54712227,147332697,74,PG-13,32.0,14.812094,tt0945513,movie,Source Code,Source Code,0,2011,93,Action,7.5,489161,nm2250256
The Amazing Spider-Man,2012-07-03,Marc Webb,230000000,62004688,262030663,757930663,66,PG-13,230.0,62.004688,tt0948470,movie,The Amazing Spider-Man,The Amazing Spider-Man,0,2012,136,Action,6.9,564191,nm0460141
Hugo,2011-11-23,Martin Scorsese,150000000,11364505,73864507,185770310,83,PG,150.0,11.364505,tt0970179,movie,Hugo,Hugo,0,2011,126,Drama,7.5,307689,nm0517589
Sucker Punch,2011-03-25,Zack Snyder,82000000,19058199,36392502,89792502,33,PG-13,82.0,19.058199,tt0978764,movie,Sucker Punch,Sucker Punch,0,2011,110,Action,6.0,232526,nm0003946
Hitchcock,2012-12-14,Sacha Gervasi,15700000,287715,6008677,27039669,55,PG-13,15.7,0.287715,tt0975645,movie,Hitchcock,Hitchcock,0,2012,98,Biography,6.8,72502,nm0572352
The Green Hornet,2011-01-14,Michel Gondry,120000000,33526876,98780042,227817248,39,PG-13,120.0,33.526876,tt0990407,movie,The Green Hornet,The Green Hornet,0,2011,119,Action,5.8,155886,nm0006133
Hanna,2011-04-08,Joe Wright,30000000,12370549,40259119,63782078,65,PG-13,30.0,12.370549,tt0993842,movie,Hanna,Hanna,0,2011,111,Action,6.8,191623,nm1016333
The Wolf of Wall Street,2013-12-25,Martin Scorsese,100000000,18361578,116900694,392000694,75,R,100.0,18.361578,tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,180,Biography,8.2,1213606,nm2110175
